codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_tipo,ocorrencia_tipo_categoria,ocorrencia_tipo_icao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_horario,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_dia_extracao,ocorrencia_datahora,ocorrencia_datahora
201008244239240,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-30.0022,-52.9403,CACHOEIRA DO SUL,RS,BRASIL,****,2010-08-24,19:40:00,NULL,FINALIZADA,A-038/CENIPA/2011,SIM,2011-07-21,1,1,NÃO,2019-01-30,2010/08/24 19:40,2010/08/24 19:40
201104122414756,INCIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-30.0458,-52.8934,CACHOEIRA DO SUL,RS,BRASIL,****,2011-04-12,15:15:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/04/12 15:15,2011/04/12 15:15
201107108997848,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-24.2395,-52.7928,BOA ESPERANÇA,PR,BRASIL,****,2011-07-10,20:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/07/10 20:00,2011/07/10 20:00
201109022443537,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-3.8876,-59.0931,NOVA OLINDA DO NORTE,AM,BRASIL,SWNO,2011-09-02,18:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/09/02 18:30,2011/09/02 18:30
201105145398132,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-19.0106,-57.0719,CORUMBÁ,MS,BRASIL,****,2011-05-14,19:35:00,NULL,ATIVA,A DEFINIR,NÃO,NULL,0,1,NÃO,2019-01-30,2011/05/14 19:35,2011/05/14 19:35
201106106949540,ACIDENTE,COLISÃO DE AERONAVES EM VOO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-17.6503,-56.4867,CORUMBÁ,MS,BRASIL,****,2011-06-10,20:30:00,NULL,FINALIZADA,A-026/CENIPA/2013,SIM,2013-07-30,4,2,NÃO,2019-01-30,2011/06/10 20:30,2011/06/10 20:30
201101235149030,INCIDENTE,OUTROS,OUTROS,OTHR,-5.9104,-35.2592,PARNAMIRIM,RN,BRASIL,SBNT,2011-01-23,18:09:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/01/23 18:09,2011/01/23 18:09
201102195848053,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.3311,-47.3283,ARARAS,SP,BRASIL,****,2011-02-19,18:20:00,NULL,ATIVA,A DEFINIR,NÃO,NULL,0,1,NÃO,2019-01-30,2011/02/19 18:20,2011/02/19 18:20
201111013439818,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-10.6336,-51.5672,CONFRESA,MT,BRASIL,SJHG,2011-11-01,09:15:00,NULL,FINALIZADA,ENCERRADA NO RAI,NÃO,NULL,0,1,NÃO,2019-01-30,2011/11/01 09:15,2011/11/01 09:15
201101184049880,INCIDENTE,OUTROS,OUTROS,OTHR,-22.2865,-42.5328,NOVA FRIBURGO,RJ,BRASIL,****,2011-01-18,16:55:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/01/18 16:55,2011/01/18 16:55
201103053851770,INCIDENTE GRAVE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-15.6794,-55.9556,CUIABÁ,MT,BRASIL,****,2011-03-05,13:30:00,NULL,ATIVA,IG-524/CENIPA/2018,NÃO,NULL,0,1,NÃO,2019-01-30,2011/03/05 13:30,2011/03/05 13:30
201111127615623,ACIDENTE,OUTROS,OUTROS,OTHR,-16.2728,-56.6508,CUIABÁ,MT,BRASIL,****,2011-11-12,20:00:00,NULL,FINALIZADA,A-586/CENIPA/2016,SIM,2016-12-01,0,1,NÃO,2019-01-30,2011/11/12 20:00,2011/11/12 20:00
201103188944400,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-14.7338,-57.0538,DENISE,MT,BRASIL,****,2011-03-18,14:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/03/18 14:00,2011/03/18 14:00
201106052290823,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-13.8919,-57.1733,DIAMANTINO,MT,BRASIL,****,2011-06-05,19:30:00,NULL,ATIVA,A-520/CENIPA/2018,NÃO,NULL,0,1,NÃO,2019-01-30,2011/06/05 19:30,2011/06/05 19:30
201101277880363,INCIDENTE GRAVE,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-7.7225,-67.0283,PAUINI,AM,BRASIL,SWUI,2011-01-27,21:30:00,NULL,FINALIZADA,IG-024/CENIPA/2011,SIM,2011-06-30,1,1,NÃO,2019-01-30,2011/01/27 21:30,2011/01/27 21:30
201009151256020,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-5.3322,-56.1661,ITAITUBA,PA,BRASIL,****,2010-09-15,18:10:00,NULL,FINALIZADA,A-086/CENIPA/2011,SIM,2011-09-23,9,1,NÃO,2019-01-30,2010/09/15 18:10,2010/09/15 18:10
201109269529885,ACIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-4.2561,-56.0097,ITAITUBA,PA,BRASIL,****,2011-09-26,18:03:00,NULL,ATIVA,A-510/CENIPA/2016,NÃO,NULL,0,1,NÃO,2019-01-30,2011/09/26 18:03,2011/09/26 18:03
200812117932759,ACIDENTE,VOO CONTROLADO CONTRA O TERRENO,VOO CONTROLADO CONTRA O TERRENO,CFIT,-5.2594,-49.2542,ITUPIRANGA,PA,BRASIL,****,2008-12-11,12:30:00,NULL,FINALIZADA,A-013/CENIPA/2011,SIM,2011-06-27,1,1,NÃO,2019-01-30,2008/12/11 12:30,2008/12/11 12:30
201104207199132,INCIDENTE GRAVE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-6.2236,-57.7663,JACAREACANGA,PA,BRASIL,****,2011-04-20,10:00:00,NULL,ATIVA,IG-584/CENIPA/2018,NÃO,NULL,0,1,SIM,2019-01-30,2011/04/20 10:00,2011/04/20 10:00
201101308909677,ACIDENTE,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA,ARC,-23.2244,-44.7203,PARATY,RJ,BRASIL,SDTK,2011-01-30,21:30:00,NULL,FINALIZADA,A-531/CENIPA/2017,SIM,2017-11-30,1,1,NÃO,2019-01-30,2011/01/30 21:30,2011/01/30 21:30
201104204508289,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-23.2194,-44.7109,PARATY,RJ,BRASIL,****,2011-04-20,16:35:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/04/20 16:35,2011/04/20 16:35
201108076414813,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-4.2319,-69.9462,TABATINGA,AM,BRASIL,****,2011-08-07,00:20:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/08/07 00:20,2011/08/07 00:20
201108211854849,INCIDENTE GRAVE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-8.2844,-36.0108,CARUARU,PE,BRASIL,SNRU,2011-08-21,11:46:00,NULL,FINALIZADA,IG-594/CENIPA/2016,SIM,2018-09-04,0,2,NÃO,2019-01-30,2011/08/21 11:46,2011/08/21 11:46
201102116539251,INCIDENTE GRAVE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-8.2859,-35.9671,CARUARU,PE,BRASIL,****,2011-02-11,21:45:00,NULL,FINALIZADA,A DEFINIR,NÃO,NULL,0,1,NÃO,2019-01-30,2011/02/11 21:45,2011/02/11 21:45
201106049601172,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-8.2844,-36.0108,CARUARU,PE,BRASIL,****,2011-06-04,13:00:00,NULL,FINALIZADA,A-533/CENIPA/2015,SIM,2015-07-07,1,1,NÃO,2019-01-30,2011/06/04 13:00,2011/06/04 13:00
201103276065546,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-23.1494,-46.5619,ATIBAIA,SP,BRASIL,****,2011-03-27,20:15:00,NULL,FINALIZADA,A-584/CENIPA/2014,SIM,2014-08-15,1,1,NÃO,2019-01-30,2011/03/27 20:15,2011/03/27 20:15
201111243084806,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-23.1278,-46.5747,ATIBAIA,SP,BRASIL,SDTB,2011-11-24,12:40:00,NULL,FINALIZADA,IG-504/CENIPA/2017,SIM,2017-05-02,2,1,SIM,2019-01-30,2011/11/24 12:40,2011/11/24 12:40
201107305154208,ACIDENTE,OUTROS,OUTROS,OTHR,-23.1278,-46.5747,ATIBAIA,SP,BRASIL,SDTB,2011-07-30,20:30:00,NULL,FINALIZADA,A-608/CENIPA/2014,SIM,2015-03-06,0,1,NÃO,2019-01-30,2011/07/30 20:30,2011/07/30 20:30
201010197521320,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-25.4322,-49.5300,CAMPO LARGO,PR,BRASIL,****,2010-10-19,15:40:00,NULL,FINALIZADA,A-096/CENIPA/2011,SIM,2011-11-04,2,1,NÃO,2019-01-30,2010/10/19 15:40,2010/10/19 15:40
201106225071111,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-5.3526,-49.1420,MARABÁ,PA,BRASIL,SBMA,2011-06-22,17:24:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/06/22 17:24,2011/06/22 17:24
200910191275749,ACIDENTE,PANE SECA,COMBUSTÍVEL,FUEL,-29.3647,-50.8272,MACEIÓ,AL,BRASIL,****,2009-10-19,18:50:00,NULL,FINALIZADA,A-062/CENIPA/2011,SIM,2011-08-29,7,1,NÃO,2019-01-30,2009/10/19 18:50,2009/10/19 18:50
201104225912150,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-9.6608,-35.7016,MACEIÓ,AL,BRASIL,SBMO,2011-04-22,20:05:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/04/22 20:05,2011/04/22 20:05
201107154181728,INCIDENTE,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,****,2011-07-15,13:28:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/07/15 13:28,2011/07/15 13:28
201101301404126,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,****,2011-01-30,11:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/01/30 11:30,2011/01/30 11:30
201105078850170,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2011-05-07,18:40:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/05/07 18:40,2011/05/07 18:40
201111122868137,INCIDENTE,FALHA DO MOTOR NO SOLO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2011-11-12,17:20:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/11/12 17:20,2011/11/12 17:20
201101068298896,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-17.2369,-51.6428,CAIAPÔNIA,GO,BRASIL,****,2011-01-06,11:00:00,NULL,FINALIZADA,A-525/CENIPA/2018,SIM,2018-09-24,0,1,NÃO,2019-01-30,2011/01/06 11:00,2011/01/06 11:00
201107195168866,INCIDENTE GRAVE,VAZAMENTO DE OUTROS FLUIDOS,OUTROS,OTHR,-1.3464,-48.3405,MARITUBA,PA,BRASIL,****,2011-07-19,16:30:00,NULL,ATIVA,IG-586/CENIPA/2018,NÃO,NULL,0,1,NÃO,2019-01-30,2011/07/19 16:30,2011/07/19 16:30
201109304330106,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-23.2589,-49.0133,AVARÉ,SP,BRASIL,****,2011-09-30,18:15:00,NULL,FINALIZADA,A-613/CENIPA/2014,SIM,2015-03-20,2,1,NÃO,2019-01-30,2011/09/30 18:15,2011/09/30 18:15
201101037853836,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-26.4306,-49.2775,CORUPÁ,SC,BRASIL,****,2011-01-03,12:00:00,NULL,FINALIZADA,A-102/CENIPA/2012,SIM,2012-09-20,4,1,NÃO,2019-01-30,2011/01/03 12:00,2011/01/03 12:00
201101023581475,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBJR,2011-01-02,17:18:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/01/02 17:18,2011/01/02 17:18
201105225707286,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2011-05-22,20:10:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/05/22 20:10,2011/05/22 20:10
201112088439700,INCIDENTE GRAVE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,-22.8100,-43.2506,RIO DE JANEIRO,RJ,BRASIL,SBGL,2011-12-08,22:37:00,NULL,FINALIZADA,IG-556/CENIPA/2018,SIM,2018-09-04,6,1,NÃO,2019-01-30,2011/12/08 22:37,2011/12/08 22:37
201102066123235,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2011-02-06,19:13:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/02/06 19:13,2011/02/06 19:13
201101315215817,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBGL,2011-01-31,20:32:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/01/31 20:32,2011/01/31 20:32
201101095714512,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2011-01-09,18:15:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/01/09 18:15,2011/01/09 18:15
201106172213842,INCIDENTE GRAVE,OUTROS,OUTROS,OTHR,-23.1344,-43.4053,RIO DE JANEIRO,RJ,BRASIL,****,2011-06-17,11:59:00,NULL,FINALIZADA,IG-011/CENIPA/2013,SIM,2013-09-19,10,1,NÃO,2019-01-30,2011/06/17 11:59,2011/06/17 11:59
201110047549654,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2011-10-04,17:00:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/10/04 17:00,2011/10/04 17:00
201108122760105,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2011-08-12,16:50:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/08/12 16:50,2011/08/12 16:50
201102263322069,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBGL,2011-02-26,00:25:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/02/26 00:25,2011/02/26 00:25
201109075991712,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBGL,2011-09-07,10:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/09/07 10:30,2011/09/07 10:30
201110017675617,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2011-10-01,19:29:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/10/01 19:29,2011/10/01 19:29
201101244546314,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2011-01-24,17:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/01/24 17:30,2011/01/24 17:30
201108019575606,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2011-08-01,23:20:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/08/01 23:20,2011/08/01 23:20
201110101151532,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2011-10-10,21:10:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/10/10 21:10,2011/10/10 21:10
201111302417140,INCIDENTE,POUSO LONGO,EXCURSÃO DE PISTA,RE,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBJR,2011-11-30,17:56:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,SIM,2019-01-30,2011/11/30 17:56,2011/11/30 17:56
201104033576304,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2011-04-03,13:17:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/04/03 13:17,2011/04/03 13:17
201105024706859,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2011-05-02,18:02:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/05/02 18:02,2011/05/02 18:02
201105065161524,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2011-05-06,19:37:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/05/06 19:37,2011/05/06 19:37
201103015996295,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2011-03-01,21:05:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/03/01 21:05,2011/03/01 21:05
201102264333898,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2011-02-26,16:38:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/02/26 16:38,2011/02/26 16:38
201111053953192,INCIDENTE,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2011-11-05,12:52:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/11/05 12:52,2011/11/05 12:52
201101305202696,INCIDENTE,PANE SECA,COMBUSTÍVEL,FUEL,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2011-01-30,17:41:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/01/30 17:41,2011/01/30 17:41
201102051647295,INCIDENTE GRAVE,PANE SECA,COMBUSTÍVEL,FUEL,-22.9875,-43.3700,RIO DE JANEIRO,RJ,BRASIL,SBJR,2011-02-05,17:41:00,NULL,FINALIZADA,IG-549/CENIPA/2017,SIM,2018-05-10,1,1,NÃO,2019-01-30,2011/02/05 17:41,2011/02/05 17:41
201104023290620,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2011-04-02,13:12:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/04/02 13:12,2011/04/02 13:12
201112155870143,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBGL,2011-12-15,13:13:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/12/15 13:13,2011/12/15 13:13
201109237713122,INCIDENTE,OUTROS,OUTROS,OTHR,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2011-09-23,00:13:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/09/23 00:13,2011/09/23 00:13
201103269060587,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBGL,2011-03-26,11:45:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/03/26 11:45,2011/03/26 11:45
201108267138771,INCIDENTE GRAVE,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA,ARC,-22.4353,-40.0694,RIO DE JANEIRO,RJ,BRASIL,****,2011-08-26,17:10:00,NULL,FINALIZADA,IG-512/CENIPA/2017,SIM,2018-05-17,2,1,NÃO,2019-01-30,2011/08/26 17:10,2011/08/26 17:10
201109035631625,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBJR,2011-09-03,12:05:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/09/03 12:05,2011/09/03 12:05
201108167940480,ACIDENTE,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBJR,2011-08-16,21:10:00,NULL,ATIVA,A-532/CENIPA/2017,NÃO,NULL,0,1,SIM,2019-01-30,2011/08/16 21:10,2011/08/16 21:10
201102053037551,ACIDENTE,COLISÃO DE AERONAVES EM VOO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2011-02-05,17:15:00,NULL,FINALIZADA,***,NÃO,NULL,0,2,NÃO,2019-01-30,2011/02/05 17:15,2011/02/05 17:15
201106031598221,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBJR,2011-06-03,13:55:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/06/03 13:55,2011/06/03 13:55
201007127913247,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-22.9875,-43.3700,RIO DE JANEIRO,RJ,BRASIL,SBJR,2010-07-12,19:53:00,NULL,FINALIZADA,A-133/CENIPA/2011,SIM,2011-12-21,3,1,NÃO,2019-01-30,2010/07/12 19:53,2010/07/12 19:53
201110139646750,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBGL,2011-10-13,00:40:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/10/13 00:40,2011/10/13 00:40
201107155949840,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBJR,2011-07-15,16:21:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/07/15 16:21,2011/07/15 16:21
201101092607086,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,****,2011-01-09,21:30:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/01/09 21:30,2011/01/09 21:30
201103264007866,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2011-03-26,17:45:00,NULL,FINALIZADA,***,NÃO,NULL,0,1,NÃO,2019-01-30,2011/03/26 17:45,2011/03/26 17:45
